RS_GCF_000786575.1	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes inops	Alistipes inops
RS_GCF_001467505.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella_C;s__Legionella_C birminghamensis	Legionella_C birminghamensis
RS_GCF_000620305.1	d__Bacteria;p__Peptococcaeota;c__Moorellia;o__Desulfitibacterales;f__Desulfitibacteraceae;g__Desulfitibacter;s__Desulfitibacter alkalitolerans	Desulfitibacter alkalitolerans
RS_GCF_000195875.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmataceae_B;g__Mycoplasma_D;s__Mycoplasma_D pulmonis	Mycoplasma_D pulmonis
RS_GCF_900011245.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp1	Bradyrhizobium sp1
RS_GCF_001281045.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmataceae;g__Spiroplasma_A;s__Spiroplasma_A cantharicola	Spiroplasma_A cantharicola
RS_GCF_000021565.1	d__Bacteria;p__Aquificae;c__Aquificae;o__Hydrogenothermales;f__Hydrogenothermaceae;g__Persephonella;s__Persephonella marina	Persephonella marina
RS_GCF_000160455.2	d__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Anaerobaculaceae;g__Anaerobaculum;s__Anaerobaculum hydrogeniformans	Anaerobaculum hydrogeniformans
RS_GCF_000520615.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseivivax;s__Roseivivax atlanticus	Roseivivax atlanticus
RS_GCF_001515305.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Chromobacteriaceae;g__Aquitalea;s__Aquitalea pelogenes	Aquitalea pelogenes
RS_GCF_000296385.1	d__Bacteria;p__Clostridaeota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoanaerobaculum;s__Lachnoanaerobaculum sp1	Lachnoanaerobaculum sp1
RS_GCF_001487105.1	d__Bacteria;p__Clostridaeota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_B;s__	Ruminococcus_B sp.
RS_GCF_000286335.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus_A;s__Staphylococcus_A vitulinus	Staphylococcus_A vitulinus
RS_GCF_000772965.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Planococcales;f__Planococcaceae;g__Lysinibacillus_A;s__Lysinibacillus_A massiliensis	Lysinibacillus_A massiliensis
RS_GCF_000378105.1	d__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Rubritaleaceae;g__Rubritalea;s__Rubritalea marina	Rubritalea marina
RS_GCF_000695795.1	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium seoulense	Flavobacterium seoulense
RS_GCF_000060345.1	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Gramella;s__Gramella forsetii	Gramella forsetii
RS_GCF_000701405.1	d__Bacteria;p__Deinococcaeota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus marmoris	Deinococcus marmoris
RS_GCF_000010145.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus_H;s__Lactobacillus_H fermentum	Lactobacillus_H fermentum
RS_GCF_000613505.1	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella oris	Prevotella oris
RS_GCF_001298575.1	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__	Streptomyces sp.
RS_GCF_000425945.1	d__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter;s__	Solirubrobacter sp.
RS_GCF_000344785.1	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium callunae	Corynebacterium callunae
RS_GCF_001243895.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales_A;f__Bacillaceae_A;g__Bacillus_AD;s__	Bacillus_AD sp.
U_83490	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Lawsonella;s__	Lawsonella sp.
RS_GCF_000244895.1	d__Bacteria;p__Peptococcaeota;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__Desulfosporosinus youngiae	Desulfosporosinus youngiae
RS_GCF_000513115.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Marinococcales;f__Bacillaceae_D;g__Bacillus_L;s__Bacillus_L hemicellulosilyticus	Bacillus_L hemicellulosilyticus
U_83499	d__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Collinsella sp.
RS_GCF_000011025.1	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Rothia;s__Rothia mucilaginosa	Rothia mucilaginosa
RS_GCF_000185985.2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Blochmannia;s__Blochmannia vafer	Blochmannia vafer
RS_GCF_001434335.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus kalixensis	Lactobacillus kalixensis
RS_GCF_000702445.1	d__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Solibacterales;f__Solibacteraceae;g__Bryobacter;s__Bryobacter aggregatus	Bryobacter aggregatus
RS_GCF_000153765.1	d__Bacteria;p__Proteobacteria;c__Zetaproteobacteria;o__Mariprofundales;f__Mariprofundaceae;g__Mariprofundus;s__Mariprofundus ferrooxydans	Mariprofundus ferrooxydans
RS_GCF_000175855.1	d__Bacteria;p__Cyanobacteria;c__Oxyphotobacteria;o__Nostocales;f__Nostocaceae;g__Cylindrospermopsis;s__Cylindrospermopsis raciborskii	Cylindrospermopsis raciborskii
RS_GCF_000007865.1	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Mycobacterium;s__Mycobacterium avium	Mycobacterium avium
RS_GCF_000472185.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__HIMB11 sp3	Rhodobacteraceae HIMB11 sp3
RS_GCF_000430845.1	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium gregarium	Chryseobacterium gregarium
RS_GCF_000798825.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__ZWU0011;s__	Carnobacteriaceae ZWU0011 sp.
RS_GCF_000314975.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Alteromonadaceae;g__Aliiglaciecola;s__Aliiglaciecola lipolytica	Aliiglaciecola lipolytica
RS_GCF_001438725.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus;s__Pediococcus inopinatus	Pediococcus inopinatus
RS_GCF_000341345.1	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium halotolerans	Corynebacterium halotolerans
RS_GCF_000701585.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidiphilium;s__Acidiphilium angustum	Acidiphilium angustum
RS_GCF_000428885.1	d__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__Holophagaceae;g__Geothrix;s__Geothrix fermentans	Geothrix fermentans
RS_GCF_000008885.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Wigglesworthia;s__	Wigglesworthia sp.
RS_GCF_000022565.1	d__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae;g__Acidobacterium;s__Acidobacterium capsulatum	Acidobacterium capsulatum
RS_GCF_000170915.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Limnobacter;s__Limnobacter sp1	Limnobacter sp1
RS_GCF_000744255.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium;s__Carnobacterium divergens	Carnobacterium divergens
RS_GCF_000012145.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__Rickettsia;s__Rickettsia felis	Rickettsia felis
RS_GCF_000092225.1	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Tsukamurella;s__Tsukamurella paurometabola	Tsukamurella paurometabola
RS_GCF_000504085.1	d__Bacteria;p__Thermotogae;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Pseudothermotoga_B;s__Pseudothermotoga_B elfii	Pseudothermotoga_B elfii
RS_GCF_001267865.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus_B;s__Enterococcus_B durans	Enterococcus_B durans
RS_GCF_000527695.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Commensalibacter;s__	Commensalibacter sp.
RS_GCF_000011965.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Ruegeria_B;s__Ruegeria_B pomeroyi	Ruegeria_B pomeroyi
RS_GCF_000429885.1	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermatophilaceae;g__Dermatophilus;s__Dermatophilus congolensis	Dermatophilus congolensis
RS_GCF_000245775.1	d__Bacteria;p__Negativicutaeota;c__Negativicutes;o__Selenomonadales;f__Megamonadaceae;g__Megamonas;s__Megamonas funiformis	Megamonas funiformis
RS_GCF_000152705.1	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermatophilaceae;g__Knoellia;s__	Knoellia sp.
RS_GCF_000816185.1	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter insulaenigrae	Campylobacter insulaenigrae
RS_GCF_000217675.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Vibrionaceae;g__Vibrio;s__Vibrio ordalii	Vibrio ordalii
RS_GCF_000014445.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides	Leuconostoc mesenteroides
RS_GCF_001548055.1	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum;s__Sulfurospirillum cavolei	Sulfurospirillum cavolei
RS_GCF_000686645.1	d__Bacteria;p__Peptococcaeota;c__Peptococcia;o__Desulfotomaculales;f__Desulfovirgulaceae;g__Desulfotomaculum_A;s__Desulfotomaculum_A thermocisternum	Desulfotomaculum_A thermocisternum
RS_GCF_000828915.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Tepidimonas;s__	Tepidimonas sp.
RS_GCF_000025185.1	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__Pirellula_A;s__Pirellula_A staleyi	Pirellula_A staleyi
RS_GCF_001050115.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Domibacillales;f__Domibacillaceae;g__Bacillus_O;s__Bacillus_O smithii	Bacillus_O smithii
RS_GCF_000173975.1	d__Bacteria;p__Clostridaeota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_E;s__Eubacterium_E hallii	Eubacterium_E hallii
RS_GCF_000154485.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium ramosum	Erysipelatoclostridium ramosum
RS_GCF_000337475.1	d__Archaea;p__Diaforarchaeota;c__Methanomicrobia;o__Halobacteriales;f__Haloferacaceae;g__Natrinema;s__Natrinema limicola	Natrinema limicola
RS_GCF_000482865.1	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Pseudonocardiaceae;g__Actinokineospora;s__Actinokineospora inagensis	Actinokineospora inagensis
RS_GCF_000815185.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Xanthomonas_A;s__Xanthomonas_A sacchari	Xanthomonas_A sacchari
RS_GCF_000935025.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas hengshuiensis	Sphingomonas hengshuiensis
RS_GCF_001293525.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Ideonella_A;s__Ideonella_A sakaiensis	Ideonella_A sakaiensis
RS_GCF_000738005.1	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium crudilactis	Bifidobacterium crudilactis
RS_GCF_000803325.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__Acholeplasmataceae;g__Phytoplasma;s__Phytoplasma sp1	Phytoplasma sp1
RS_GCF_000309885.1	d__Bacteria;p__Deinococcaeota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus oshimai	Thermus oshimai
RS_GCF_000478785.1	d__Bacteria;p__Deinococcaeota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;s__Deinococcus wulumuqiensis	Deinococcus wulumuqiensis
RS_GCF_000761445.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Oleiagrimonas;s__Oleiagrimonas soli	Oleiagrimonas soli
RS_GCF_000424585.1	d__Bacteria;p__Clostridaeota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Butyrivibrio;s__	Butyrivibrio sp.
RS_GCF_000950095.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Vibrionaceae;g__Photobacterium;s__Photobacterium phosphoreum	Photobacterium phosphoreum
RS_GCF_000787635.2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acetobacter;s__Acetobacter tropicalis	Acetobacter tropicalis
RS_GCF_000341395.1	d__Bacteria;p__Desulfobulbaeota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulfocapsa;s__Desulfocapsa sulfexigens	Desulfocapsa sulfexigens
RS_GCF_000381265.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Curvibacter;s__Curvibacter lanceolatus	Curvibacter lanceolatus
RS_GCF_000376265.1	d__Bacteria;p__Deinococcaeota;c__Deinococci;o__Deinococcales;f__Thermaceae;g__Thermus;s__Thermus igniterrae	Thermus igniterrae
RS_GCF_000163775.2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Neisseriaceae;g__Simonsiella;s__Simonsiella muelleri	Simonsiella muelleri
RS_GCF_000424205.1	d__Bacteria;p__Clostridaeota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_X;s__Clostridium_X cadaveris	Clostridium_X cadaveris
RS_GCF_000969765.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmataceae_B;g__Mycoplasma_F;s__Mycoplasma_F synoviae	Mycoplasma_F synoviae
RS_GCF_000233915.3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas_A;s__Pseudoxanthomonas_A spadix	Pseudoxanthomonas_A spadix
RS_GCF_000619965.1	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Tessaracoccus;s__	Tessaracoccus sp.
RS_GCF_001457815.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Neisseriaceae;g__Vitreoscilla;s__	Vitreoscilla sp.
RS_GCF_000225825.1	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Brachybacteriaceae;g__Brachybacterium;s__Brachybacterium squillarum	Brachybacterium squillarum
RS_GCF_000092925.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Starkeya;s__Starkeya novella	Starkeya novella
RS_GCF_000020725.1	d__Bacteria;p__Desulfuromonadaeota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter_A;s__Geobacter_A bemidjiensis	Geobacter_A bemidjiensis
RS_GCF_001427085.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingopyxis;s__Sphingopyxis sp1	Sphingopyxis sp1
RS_GCF_001905725.1	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__	Streptomyces sp.
RS_GCF_001021495.1	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Mycobacterium;s__Mycobacterium nebraskense	Mycobacterium nebraskense
RS_GCF_000576225.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Methylibium;s__Methylibium petroleiphilum	Methylibium petroleiphilum
RS_GCF_000227685.2	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ectothiorhodospirales;f__Thioalkalivibrionaceae;g__Thioalkalivibrio_B;s__Thioalkalivibrio_B paradoxus	Thioalkalivibrio_B paradoxus
RS_GCF_000469155.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Parvibaculales;f__RS24;g__IMCC14465;s__	Parvibaculales IMCC14465 sp.
RS_GCF_001420285.1	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Chryseobacterium aquaticum	Chryseobacterium aquaticum
RS_GCF_000161835.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Thalassobium;s__	Thalassobium sp.
RS_GCF_001047375.1	d__Bacteria;p__Clostridaeota;c__Clostridia;o__Clostridiales;f__Caloramatoraceae;g__Clostridium_AB;s__Clostridium_AB cylindrosporum	Clostridium_AB cylindrosporum
RS_GCF_000688415.1	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium pseudodiphtheriticum	Corynebacterium pseudodiphtheriticum
RS_GCF_000964005.1	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Williamsia;s__Williamsia herbipolensis	Williamsia herbipolensis
RS_GCF_000146345.1	d__Bacteria;p__Clostridaeota;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptoniphilus_B;s__Peptoniphilus_B duerdenii	Peptoniphilus_B duerdenii
RS_GCF_000956475.1	d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium hydrocarbonoxydans_A	Microbacterium hydrocarbonoxydans_A
RS_GCF_001571365.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Betaproteobacteriales;f__Burkholderiaceae;g__Achromobacter;s__Achromobacter denitrificans	Achromobacter denitrificans
RS_GCF_000196455.1	d__Bacteria;p__Clostridaeota;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Acetoanaerobium;s__Acetoanaerobium sticklandii	Acetoanaerobium sticklandii
RS_GCF_000205165.1	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__Paraprevotella xylaniphila	Paraprevotella xylaniphila
RS_GCF_000025085.1	d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus lugdunensis	Staphylococcus lugdunensis
RS_GCF_000427645.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas phyllosphaerae	Sphingomonas phyllosphaerae
RS_GCF_000166275.1	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__Algoriphagus machipongonensis	Algoriphagus machipongonensis
RS_GCF_900129395.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter_C;s__Sulfitobacter_C pseudonitzschiae	Sulfitobacter_C pseudonitzschiae
